Date	Temp
9/18/2024 19:15	68
9/18/2024 19:30	68
9/18/2024 19:45	68
9/18/2024 20:00	68
9/18/2024 20:15	66
9/18/2024 20:30	66
9/18/2024 20:45	66
9/18/2024 21:00	66
9/18/2024 21:15	66
9/18/2024 21:30	64
9/18/2024 21:45	66
9/18/2024 22:00	64
9/18/2024 22:15	64
9/18/2024 22:30	64
9/18/2024 22:45	64
9/18/2024 23:00	64
9/18/2024 23:15	64
9/18/2024 23:30	64
9/18/2024 23:45	67
9/19/2024 0:00	67
9/19/2024 0:15	67
9/19/2024 0:27	67
9/19/2024 0:27	67
9/19/2024 0:27	67
9/19/2024 0:27	67
9/19/2024 0:27	67
9/19/2024 0:27	67
9/19/2024 0:27	67
9/19/2024 0:30	64
9/19/2024 0:45	67
9/19/2024 1:00	67
9/19/2024 1:15	67
9/19/2024 1:30	67
9/19/2024 1:45	67
9/19/2024 2:00	67
9/19/2024 2:15	67
9/19/2024 2:30	67
9/19/2024 2:30	67
9/19/2024 2:30	67
9/19/2024 2:30	67
9/19/2024 2:30	67
9/19/2024 2:30	67
9/19/2024 2:30	67
9/19/2024 2:45	67
9/19/2024 3:00	60
9/19/2024 3:15	60
9/19/2024 3:30	60
9/19/2024 3:45	60
9/19/2024 4:00	60
9/19/2024 4:15	60
9/19/2024 4:30	60
9/19/2024 4:45	67
9/19/2024 5:00	60
9/19/2024 5:15	60
9/19/2024 5:30	60
9/19/2024 5:45	60
9/19/2024 6:00	60
9/19/2024 6:15	60
9/19/2024 6:30	59
9/19/2024 6:45	59
9/19/2024 7:00	59
9/19/2024 7:15	59
9/19/2024 7:30	59
9/19/2024 7:45	59
9/19/2024 8:00	59
9/19/2024 8:15	59
9/19/2024 8:30	59
9/19/2024 8:45	60
9/19/2024 9:00	60
9/19/2024 9:15	67
9/19/2024 9:30	67
9/19/2024 9:45	64
9/19/2024 10:00	64
9/19/2024 10:15	64
9/19/2024 10:30	66
9/19/2024 10:45	66
9/19/2024 11:00	68
9/19/2024 11:15	68
9/19/2024 11:30	69
9/19/2024 11:45	69
9/19/2024 12:00	69
9/19/2024 12:01	69
9/19/2024 12:15	69
9/19/2024 12:30	71
9/19/2024 12:45	71
9/19/2024 13:00	71
9/19/2024 13:15	71
9/19/2024 13:30	71
9/19/2024 13:45	71
9/19/2024 14:00	71
9/19/2024 14:15	71
9/19/2024 14:30	71
9/19/2024 14:45	71
9/19/2024 15:00	71
9/19/2024 15:15	71
9/19/2024 15:30	71
9/19/2024 15:45	71
9/19/2024 16:00	71
9/19/2024 16:15	71
9/19/2024 16:30	71
9/19/2024 16:45	71
9/19/2024 17:00	71
9/19/2024 17:15	71
9/19/2024 17:30	71
9/19/2024 17:45	71
9/19/2024 18:00	71
9/19/2024 18:15	71
9/19/2024 18:30	71
9/19/2024 18:45	69
9/19/2024 19:00	69
9/19/2024 19:15	69
9/19/2024 19:30	68
9/19/2024 19:45	68
9/19/2024 20:00	68
9/19/2024 20:15	68
9/19/2024 20:30	68
9/19/2024 20:45	68
9/19/2024 21:00	66
9/19/2024 21:15	66
9/19/2024 21:30	66
9/19/2024 21:45	66
9/19/2024 22:00	66
9/19/2024 22:15	66
9/19/2024 22:30	66
9/19/2024 22:45	66
9/19/2024 23:00	64
9/19/2024 23:15	64
9/19/2024 23:23	66
9/19/2024 23:23	66
9/19/2024 23:24	66
9/19/2024 23:24	66
9/19/2024 23:24	66
9/19/2024 23:24	66
9/19/2024 23:24	66
9/19/2024 23:24	66
9/19/2024 23:30	68
9/19/2024 23:45	64
9/20/2024 0:00	64
9/20/2024 0:15	64
9/20/2024 0:30	64
9/20/2024 0:38	62
9/20/2024 0:38	62
9/20/2024 0:38	62
9/20/2024 0:38	62
9/20/2024 0:38	62
9/20/2024 0:38	62
9/20/2024 0:45	64
9/20/2024 1:00	62
9/20/2024 1:15	62
9/20/2024 1:30	62
9/20/2024 1:45	62
9/20/2024 2:00	62
9/20/2024 2:15	62
9/20/2024 2:30	62
9/20/2024 2:45	62
9/20/2024 3:00	62
9/20/2024 3:15	62
9/20/2024 3:30	62
9/20/2024 3:45	62
9/20/2024 4:00	62
9/20/2024 4:15	62
9/20/2024 4:30	64
9/20/2024 4:45	64
9/20/2024 5:00	62
9/20/2024 5:15	62
9/20/2024 5:30	62
9/20/2024 5:45	62
9/20/2024 6:00	62
9/20/2024 6:15	62
9/20/2024 6:30	62
9/20/2024 6:45	62
9/20/2024 7:00	62
9/20/2024 7:15	62
9/20/2024 7:30	62
9/20/2024 7:45	62
9/20/2024 8:00	62
9/20/2024 8:15	62
9/20/2024 8:30	62
9/20/2024 8:45	62
9/20/2024 9:00	62
9/20/2024 9:15	62
9/20/2024 9:30	62
9/20/2024 9:45	62
9/20/2024 10:00	62
9/20/2024 10:15	62
9/20/2024 10:30	62
9/20/2024 10:45	62
9/20/2024 11:00	62
9/20/2024 11:15	62
9/20/2024 11:30	64
9/20/2024 11:45	64
9/20/2024 12:00	64
9/20/2024 12:01	64
9/20/2024 12:15	64
9/20/2024 12:30	64
9/20/2024 12:45	64
9/20/2024 13:00	64
9/20/2024 13:15	64
9/20/2024 13:30	64
9/20/2024 13:45	64
9/20/2024 14:00	64
9/20/2024 14:15	64
9/20/2024 14:30	66
9/20/2024 14:45	66
9/20/2024 15:00	66
9/20/2024 15:15	66
9/20/2024 15:30	66
9/20/2024 15:45	66
9/20/2024 16:00	66
9/20/2024 16:15	64
9/20/2024 16:30	64
9/20/2024 16:45	64
9/20/2024 17:00	64
9/20/2024 17:15	64
9/20/2024 17:30	64
9/20/2024 17:45	64
9/20/2024 18:00	64
9/20/2024 18:15	64
9/20/2024 18:30	64
9/20/2024 18:45	64
9/20/2024 19:00	62
9/20/2024 19:15	62
9/20/2024 19:30	62
9/20/2024 19:45	62
9/20/2024 20:00	62
9/20/2024 20:15	62
9/20/2024 20:30	62
9/20/2024 20:45	62
9/20/2024 21:00	62
9/20/2024 21:15	62
9/20/2024 21:30	62
9/20/2024 21:45	60
9/20/2024 22:00	60
9/20/2024 22:15	60
9/20/2024 22:17	61
9/20/2024 22:17	61
9/20/2024 22:17	61
9/20/2024 22:17	61
9/20/2024 22:17	61
9/20/2024 22:17	61
9/20/2024 22:17	61
9/20/2024 22:17	61
9/20/2024 22:17	61
9/20/2024 22:17	61
9/20/2024 22:17	61
9/20/2024 22:17	61
9/20/2024 22:17	61
9/20/2024 22:17	61
9/20/2024 22:17	61
9/20/2024 22:17	61
9/20/2024 22:18	61
9/20/2024 22:18	61
9/20/2024 22:18	61
9/20/2024 22:18	61
9/20/2024 22:18	61
9/20/2024 22:18	61
9/20/2024 22:18	61
9/20/2024 22:18	61
9/20/2024 22:18	61
9/20/2024 22:18	61
9/20/2024 22:18	61
9/20/2024 22:18	61
9/20/2024 22:18	61
9/20/2024 22:18	61
9/20/2024 22:18	61
9/20/2024 22:30	61
9/20/2024 22:30	61
9/20/2024 22:45	61
9/20/2024 23:00	61
9/20/2024 23:15	61
9/20/2024 23:30	60
9/20/2024 23:45	60
9/21/2024 0:00	60
9/21/2024 0:15	60
9/21/2024 0:30	60
9/21/2024 0:45	60
9/21/2024 1:00	60
9/21/2024 1:15	60
9/21/2024 1:30	60
9/21/2024 1:45	60
9/21/2024 2:00	59
9/21/2024 2:15	60
9/21/2024 2:30	60
9/21/2024 2:45	59
9/21/2024 3:00	59
9/21/2024 3:15	59
9/21/2024 3:30	59
9/21/2024 3:45	59
9/21/2024 4:00	59
9/21/2024 4:15	59
9/21/2024 4:30	59
9/21/2024 4:45	59
9/21/2024 5:00	59
9/21/2024 5:15	59
9/21/2024 5:30	59
9/21/2024 5:45	59
9/21/2024 6:00	59
9/21/2024 6:15	59
9/21/2024 6:30	59
9/21/2024 6:45	59
9/21/2024 7:00	59
9/21/2024 7:15	59
9/21/2024 7:30	59
9/21/2024 7:45	59
9/21/2024 8:00	59
9/21/2024 8:15	59
9/21/2024 8:30	59
9/21/2024 8:45	59
9/21/2024 9:00	59
9/21/2024 9:15	59
9/21/2024 9:30	59
9/21/2024 9:45	59
9/21/2024 10:00	59
9/21/2024 10:15	60
9/21/2024 10:30	59
9/21/2024 10:45	59
9/21/2024 11:00	60
9/21/2024 11:15	60
9/21/2024 11:30	60
9/21/2024 11:45	60
9/21/2024 12:00	60
9/21/2024 12:01	60
9/21/2024 12:15	60
9/21/2024 12:30	60
9/21/2024 12:45	60
9/21/2024 13:00	60
9/21/2024 13:15	60
9/21/2024 13:30	60
9/21/2024 13:45	60
9/21/2024 14:00	60
9/21/2024 14:15	60
9/21/2024 14:30	60
9/21/2024 14:45	60
9/21/2024 15:00	60
9/21/2024 15:15	60
9/21/2024 15:30	60
9/21/2024 15:45	60
9/21/2024 16:00	60
9/21/2024 16:15	60
9/21/2024 16:30	60
9/21/2024 16:45	60
9/21/2024 17:00	60
9/21/2024 17:15	60
9/21/2024 17:30	60
9/21/2024 17:45	60
9/21/2024 18:00	60
9/21/2024 18:15	59
9/21/2024 18:30	59
9/21/2024 18:45	60
9/21/2024 19:00	59
9/21/2024 19:15	59
9/21/2024 19:30	59
9/21/2024 19:45	59
9/21/2024 20:00	59
9/21/2024 20:15	59
9/21/2024 20:30	59
9/21/2024 20:45	59
9/21/2024 21:00	59
9/21/2024 21:15	59
9/21/2024 21:30	59
9/21/2024 21:45	59
9/21/2024 22:00	59
9/21/2024 22:03	59
9/21/2024 22:03	59
9/21/2024 22:03	59
9/21/2024 22:03	59
9/21/2024 22:03	59
9/21/2024 22:03	59
9/21/2024 22:15	59
9/21/2024 22:30	59
9/21/2024 22:45	59
9/21/2024 23:00	57
9/21/2024 23:15	59
9/21/2024 23:30	57
9/21/2024 23:45	57
9/22/2024 0:00	57
9/22/2024 0:15	57
9/22/2024 0:30	57
9/22/2024 0:45	57
9/22/2024 1:00	57
9/22/2024 1:15	57
9/22/2024 1:30	55
9/22/2024 1:45	57
9/22/2024 2:00	55
9/22/2024 2:15	55
9/22/2024 2:30	55
9/22/2024 2:45	55
9/22/2024 3:00	55
9/22/2024 3:15	55
9/22/2024 3:30	55
9/22/2024 3:45	55
9/22/2024 4:00	55
9/22/2024 4:15	55
9/22/2024 4:30	55
9/22/2024 4:45	55
9/22/2024 5:00	55
9/22/2024 5:15	55
9/22/2024 5:30	55
9/22/2024 5:45	55
9/22/2024 6:00	55
9/22/2024 6:15	55
9/22/2024 6:30	55
9/22/2024 6:45	55
9/22/2024 7:00	55
9/22/2024 7:15	55
9/22/2024 7:30	55
9/22/2024 7:45	55
9/22/2024 8:00	55
9/22/2024 8:15	55
9/22/2024 8:30	55
9/22/2024 8:45	55
9/22/2024 9:00	57
9/22/2024 9:15	57
9/22/2024 9:30	57
9/22/2024 9:45	57
9/22/2024 10:00	59
9/22/2024 10:15	59
9/22/2024 10:30	59
9/22/2024 10:45	60
9/22/2024 11:00	60
9/22/2024 11:15	60
9/22/2024 11:30	60
9/22/2024 11:45	60
9/22/2024 12:00	60
9/22/2024 12:01	60
9/22/2024 12:15	60
9/22/2024 12:30	60
9/22/2024 12:45	60
9/22/2024 13:00	61
9/22/2024 13:15	61
9/22/2024 13:30	61
9/22/2024 13:45	61
9/22/2024 14:00	61
9/22/2024 14:15	61
9/22/2024 14:30	61
9/22/2024 14:45	61
9/22/2024 15:00	61
9/22/2024 15:15	61
9/22/2024 15:30	61
9/22/2024 15:45	61
9/22/2024 16:00	61
9/22/2024 16:15	61
9/22/2024 16:30	61
9/22/2024 16:45	61
9/22/2024 17:00	61
9/22/2024 17:15	60
9/22/2024 17:30	60
9/22/2024 17:45	60
9/22/2024 18:00	60
9/22/2024 18:15	60
9/22/2024 18:30	60
9/22/2024 18:45	60
9/22/2024 19:00	59
9/22/2024 19:15	59
9/22/2024 19:30	59
9/22/2024 19:45	59
9/22/2024 20:00	59
9/22/2024 20:15	57
9/22/2024 20:30	57
9/22/2024 20:45	57
9/22/2024 21:00	55
9/22/2024 21:15	55
9/22/2024 21:30	55
9/22/2024 21:45	55
9/22/2024 22:00	55
9/22/2024 22:15	55
9/22/2024 22:30	55
9/22/2024 22:45	53
9/22/2024 23:00	53
9/22/2024 23:15	53
9/22/2024 23:30	53
9/22/2024 23:45	53
9/23/2024 0:00	55
9/23/2024 0:15	53
9/23/2024 0:30	53
9/23/2024 0:45	55
9/23/2024 1:00	53
9/23/2024 1:15	53
9/23/2024 1:30	55
9/23/2024 1:45	53
9/23/2024 2:00	53
9/23/2024 2:15	53
9/23/2024 2:30	53
9/23/2024 2:45	53
9/23/2024 3:00	53
9/23/2024 3:15	53
9/23/2024 3:30	51
9/23/2024 3:45	51
9/23/2024 4:00	51
9/23/2024 4:15	51
9/23/2024 4:30	51
9/23/2024 4:45	51
9/23/2024 5:00	51
9/23/2024 5:15	51
9/23/2024 5:30	51
9/23/2024 5:45	51
9/23/2024 6:00	51
9/23/2024 6:15	50
9/23/2024 6:30	50
9/23/2024 6:45	50
9/23/2024 7:00	50
9/23/2024 7:15	50
9/23/2024 7:30	50
9/23/2024 7:45	50
9/23/2024 8:00	50
9/23/2024 8:15	50
9/23/2024 8:30	50
9/23/2024 8:45	50
9/23/2024 9:00	50
9/23/2024 9:15	50
9/23/2024 9:30	51
9/23/2024 9:45	51
9/23/2024 10:00	53
9/23/2024 10:15	53
9/23/2024 10:30	55
9/23/2024 10:45	55
9/23/2024 11:00	55
9/23/2024 11:15	55
9/23/2024 11:30	57
9/23/2024 11:45	57
9/23/2024 12:00	57
9/23/2024 12:01	59
9/23/2024 12:15	59
9/23/2024 12:30	59
9/23/2024 12:45	59
9/23/2024 13:00	59
9/23/2024 13:15	59
9/23/2024 13:30	59
9/23/2024 13:45	59
9/23/2024 14:00	59
9/23/2024 14:15	59
9/23/2024 14:30	59
9/23/2024 14:45	59
9/23/2024 15:00	59
9/23/2024 15:15	60
9/23/2024 15:30	60
9/23/2024 15:45	59
9/23/2024 16:00	59
9/23/2024 16:15	59
9/23/2024 16:30	60
9/23/2024 16:45	59
9/23/2024 17:00	59
9/23/2024 17:15	60
9/23/2024 17:30	59
9/23/2024 17:45	59
9/23/2024 18:00	59
9/23/2024 18:15	59
9/23/2024 18:30	59
9/23/2024 18:45	59
9/23/2024 19:00	59
9/23/2024 19:15	57
9/23/2024 19:30	59
9/23/2024 19:45	57
9/23/2024 20:00	59
9/23/2024 20:15	57
9/23/2024 20:30	57
9/23/2024 20:45	57
9/23/2024 21:00	57
9/23/2024 21:15	57
9/23/2024 21:30	57
9/23/2024 21:45	57
9/23/2024 22:00	55
9/23/2024 22:15	55
9/23/2024 22:30	57
9/23/2024 22:45	55
9/23/2024 23:00	55
9/23/2024 23:15	55
9/23/2024 23:30	55
9/23/2024 23:45	55
9/24/2024 0:00	55
9/24/2024 0:15	55
9/24/2024 0:30	55
9/24/2024 0:45	53
9/24/2024 1:00	53
9/24/2024 1:15	53
9/24/2024 1:30	53
9/24/2024 1:45	53
9/24/2024 2:00	53
9/24/2024 2:15	51
9/24/2024 2:30	51
9/24/2024 2:45	51
9/24/2024 3:00	51
9/24/2024 3:15	51
9/24/2024 3:30	51
9/24/2024 3:45	51
9/24/2024 4:00	51
9/24/2024 4:15	50
9/24/2024 4:30	50
9/24/2024 4:45	50
9/24/2024 5:00	50
9/24/2024 5:15	50
9/24/2024 5:30	50
9/24/2024 5:45	50
9/24/2024 6:00	50
9/24/2024 6:15	50
9/24/2024 6:30	50
9/24/2024 6:45	49
9/24/2024 7:00	49
9/24/2024 7:15	49
9/24/2024 7:30	49
9/24/2024 7:45	49
9/24/2024 8:00	49
9/24/2024 8:15	49
9/24/2024 8:30	50
9/24/2024 8:45	50
9/24/2024 9:00	50
9/24/2024 9:15	50
9/24/2024 9:30	51
9/24/2024 9:45	51
9/24/2024 10:00	53
9/24/2024 10:15	53
9/24/2024 10:30	53
9/24/2024 10:45	53
9/24/2024 11:00	55
9/24/2024 11:15	55
9/24/2024 11:30	55
9/24/2024 11:45	55
9/24/2024 12:00	57
9/24/2024 12:01	57
9/24/2024 12:15	59
9/24/2024 12:30	59
9/24/2024 12:45	59
9/24/2024 13:00	59
9/24/2024 13:15	59
9/24/2024 13:30	59
9/24/2024 13:45	59
9/24/2024 14:00	59
9/24/2024 14:15	59
9/24/2024 14:30	59
9/24/2024 14:45	59
9/24/2024 15:00	59
9/24/2024 15:15	59
9/24/2024 15:30	59
9/24/2024 15:45	59
9/24/2024 16:00	59
9/24/2024 16:15	59
9/24/2024 16:30	60
9/24/2024 16:45	59
9/24/2024 17:00	60
9/24/2024 17:15	59
9/24/2024 17:30	60
9/24/2024 17:45	59
9/24/2024 18:00	59
9/24/2024 18:15	59
9/24/2024 18:30	59
9/24/2024 18:45	59
9/24/2024 19:00	57
9/24/2024 19:15	57
9/24/2024 19:30	57
9/24/2024 19:45	57
9/24/2024 20:00	57
9/24/2024 20:15	57
9/24/2024 20:30	55
9/24/2024 20:45	55
9/24/2024 21:00	55
9/24/2024 21:15	55
9/24/2024 21:30	55
9/24/2024 21:45	55
9/24/2024 22:00	55
9/24/2024 22:15	55
9/24/2024 22:30	55
9/24/2024 22:45	55
9/24/2024 23:00	55
9/24/2024 23:15	55
9/24/2024 23:30	53
9/24/2024 23:45	55
9/25/2024 0:00	53
9/25/2024 0:15	53
9/25/2024 0:30	53
9/25/2024 0:45	53
9/25/2024 1:00	53
9/25/2024 1:15	53
9/25/2024 1:30	53
9/25/2024 1:45	53
9/25/2024 2:00	53
9/25/2024 2:15	53
9/25/2024 2:30	53
9/25/2024 2:45	51
9/25/2024 3:00	53
9/25/2024 3:15	53
9/25/2024 3:30	53
9/25/2024 3:45	51
9/25/2024 4:00	51
9/25/2024 4:15	51
9/25/2024 4:30	51
9/25/2024 4:45	53
9/25/2024 5:00	51
9/25/2024 5:15	51
9/25/2024 5:30	51
9/25/2024 5:45	53
9/25/2024 6:00	51
9/25/2024 6:15	51
9/25/2024 6:30	53
9/25/2024 6:45	53
9/25/2024 7:00	53
9/25/2024 7:15	53
9/25/2024 7:30	53
9/25/2024 7:45	53
9/25/2024 8:00	53
9/25/2024 8:15	53
9/25/2024 8:30	53
9/25/2024 8:45	53
9/25/2024 9:00	53
9/25/2024 9:15	53
9/25/2024 9:30	55
9/25/2024 9:45	53
9/25/2024 10:00	55
9/25/2024 10:15	55
9/25/2024 10:30	55
9/25/2024 10:45	55
9/25/2024 11:00	55
9/25/2024 11:15	55
9/25/2024 11:30	55
9/25/2024 11:45	55
9/25/2024 12:00	55
9/25/2024 12:01	55
9/25/2024 12:15	57
9/25/2024 12:30	57
9/25/2024 12:45	57
9/25/2024 13:00	57
9/25/2024 13:15	57
9/25/2024 13:30	57
9/25/2024 13:45	57
9/25/2024 14:00	57
9/25/2024 14:15	57
9/25/2024 14:30	57
9/25/2024 14:45	57
9/25/2024 15:00	57
9/25/2024 15:15	57
9/25/2024 15:30	57
9/25/2024 15:45	57
9/25/2024 16:00	57
9/25/2024 16:15	57
9/25/2024 16:30	57
9/25/2024 16:45	57
9/25/2024 17:00	57
9/25/2024 17:15	57
9/25/2024 17:30	57
9/25/2024 17:45	57
9/25/2024 18:00	57
9/25/2024 18:15	57
9/25/2024 18:30	57
9/25/2024 18:45	57
